riderId,driverId,travelTime,matched
10878,7423,11.591342,true
10879,,,false
10880,,,false
10881,,,false
10882,5014,23.720148,true
10883,,,false
10884,,,false
10885,3610,1.572652,true
10886,,,false
10887,,,false
10888,,,false
10889,,,false
10890,,,false
10891,,,false
10892,,,false
10893,,,false
10894,,,false
10895,,,false
10896,,,false
10897,,,false
10898,,,false
10899,,,false
10900,7456,18.325427,true
10901,,,false
10902,,,false
10903,,,false
10904,,,false
10905,,,false
10906,,,false
10907,,,false
10908,2865,13.560756,true
10909,,,false
10910,,,false
10911,,,false
10912,,,false
10913,,,false
10914,,,false
10915,,,false
10916,,,false
10917,,,false
10918,,,false
10919,,,false
10920,4272,17.009892,true
10921,,,false
10922,,,false
10923,,,false
10924,,,false
10925,,,false
10926,,,false
10927,,,false
10928,,,false
10929,,,false
10930,,,false
10931,,,false
10932,4025,28.471702,true
10933,,,false
10934,,,false
10935,,,false
10936,,,false
10937,,,false
10938,,,false
10939,,,false
10940,,,false
10941,,,false
10942,,,false
10943,,,false
10944,,,false
10945,,,false
10946,,,false
10947,,,false
10948,,,false
10949,4168,15.667588,true
10950,,,false
10951,,,false
10952,,,false
10953,,,false
10954,,,false
10955,,,false
10956,,,false
10957,,,false
10958,,,false
10959,3176,22.559058,true
10960,,,false
10961,,,false
10962,,,false
10963,,,false
10964,,,false
10965,,,false
10966,,,false
10967,,,false
10968,,,false
10969,,,false
10970,,,false
10971,,,false
10972,,,false
10973,,,false
10974,,,false
10975,7397,35.797189,true
10976,,,false
10977,,,false
10978,,,false
10979,,,false
10980,,,false
10981,,,false
10982,,,false
10983,,,false
10984,,,false
10985,,,false
10986,,,false
10987,,,false
10988,,,false
10989,4672,15.731464,true
10990,,,false
10991,,,false
10992,,,false
10993,,,false
10994,,,false
10995,,,false
10996,8825,28.877421,true
10997,,,false
10998,,,false
10999,,,false
11000,9917,2.172978,true
11001,,,false
11002,,,false
11003,,,false
11004,,,false
11005,,,false
11006,,,false
11007,,,false
11008,,,false
11009,,,false
11010,,,false
11011,,,false
11012,,,false
11013,,,false
11014,,,false
11015,3371,4.586211,true
11016,,,false
11017,,,false
11018,,,false
11019,,,false
11020,,,false
11021,,,false
11022,,,false
11023,,,false
11024,,,false
11025,,,false
11026,,,false
11027,,,false
11028,,,false
11029,,,false
11030,,,false
11031,,,false
11032,,,false
11033,3638,1.159687,true
11034,,,false
11035,,,false
11036,,,false
11037,,,false
11038,,,false
11039,,,false
11040,,,false
11041,,,false
11042,671,44.247492,true
11043,,,false
11044,,,false
11045,,,false
11046,,,false
11047,,,false
11048,,,false
11049,,,false
11050,,,false
11051,,,false
11052,,,false
11053,,,false
11054,5113,10.830437,true
11055,,,false
11056,,,false
11057,,,false
11058,,,false
11059,8415,15.457531,true
11060,,,false
11061,,,false
11062,,,false
11063,,,false
11064,,,false
11065,,,false
11066,,,false
11067,,,false
11068,,,false
11069,,,false
11070,,,false
11071,,,false
11072,,,false
11073,,,false
11074,,,false
11075,,,false
11076,,,false
11077,,,false
11078,,,false
11079,,,false
11080,960,16.542507,true
11081,,,false
11082,2254,6.477892,true
11083,,,false
11084,,,false
11085,,,false
11086,,,false
11087,,,false
11088,,,false
11089,,,false
11090,,,false
11091,,,false
11092,,,false
11093,,,false
11094,,,false
11095,,,false
11096,,,false
11097,,,false
11098,,,false
11099,,,false
11100,,,false
11101,,,false
11102,,,false
11103,3949,16.805860,true
11104,,,false
11105,831,17.318568,true
11106,,,false
11107,,,false
11108,4269,25.041888,true
11109,,,false
11110,,,false
11111,,,false
11112,,,false
11113,,,false
11114,,,false
11115,,,false
11116,,,false
11117,7035,47.411217,true
11118,,,false
11119,2118,9.852372,true
11120,,,false
11121,,,false
11122,,,false
11123,,,false
11124,,,false
11125,,,false
11126,,,false
11127,,,false
11128,,,false
11129,7203,28.633522,true
11130,,,false
11131,,,false
11132,,,false
11133,,,false
11134,,,false
11135,2318,41.497821,true
11136,,,false
11137,,,false
11138,,,false
11139,,,false
11140,,,false
11141,,,false
11142,,,false
11143,,,false
11144,,,false
11145,,,false
11146,,,false
11147,,,false
11148,,,false
11149,,,false
11150,,,false
11151,,,false
11152,,,false
11153,,,false
11154,,,false
11155,,,false
11156,,,false
11157,,,false
11158,,,false
11159,,,false
11160,,,false
11161,,,false
11162,,,false
11163,,,false
11164,,,false
11165,,,false
11166,,,false
11167,,,false
11168,,,false
11169,,,false
11170,,,false
11171,3409,8.688303,true
11172,,,false
11173,,,false
11174,,,false
11175,,,false
11176,3042,23.675038,true
11177,,,false
11178,,,false
11179,,,false
11180,,,false
11181,,,false
11182,,,false
11183,,,false
11184,,,false
11185,,,false
11186,,,false
11187,,,false
11188,,,false
11189,,,false
11190,,,false
11191,,,false
11192,,,false
11193,,,false
11194,,,false
11195,,,false
11196,,,false
11197,,,false
11198,,,false
11199,,,false
11200,,,false
11201,,,false
11202,,,false
11203,,,false
11204,,,false
11205,,,false
11206,,,false
11207,,,false
11208,,,false
11209,,,false
11210,,,false
11211,,,false
11212,,,false
11213,,,false
11214,,,false
11215,,,false
11216,,,false
11217,,,false
11218,,,false
11219,,,false
11220,,,false
11221,,,false
11222,,,false
11223,,,false
11224,,,false
11225,,,false
11226,,,false
11227,,,false
11228,,,false
11229,,,false
11230,,,false
11231,,,false
11232,,,false
11233,,,false
11234,,,false
11235,,,false
11236,,,false
11237,,,false
11238,,,false
11239,,,false
11240,,,false
11241,,,false
11242,,,false
11243,,,false
11244,,,false
11245,,,false
11246,,,false
11247,,,false
11248,,,false
11249,,,false
11250,,,false
11251,,,false
11252,,,false
11253,,,false
11254,,,false
11255,,,false
11256,,,false
11257,,,false
11258,,,false
11259,,,false
11260,,,false
11261,,,false
11262,,,false
11263,,,false
11264,,,false
11265,,,false
11266,,,false
11267,,,false
11268,,,false
11269,,,false
11270,,,false
11271,,,false
11272,,,false
11273,,,false
11274,,,false
11275,,,false
11276,,,false
11277,,,false
11278,,,false
11279,,,false
11280,,,false
11281,,,false
11282,,,false
11283,,,false
11284,,,false
11285,,,false
11286,,,false
11287,,,false
11288,,,false
11289,,,false
11290,,,false
11291,,,false
11292,,,false
11293,,,false
11294,,,false
11295,,,false
11296,,,false
11297,,,false
11298,,,false
11299,,,false
11300,,,false
11301,,,false
11302,,,false
11303,,,false
11304,,,false
11305,,,false
11306,,,false
11307,,,false
11308,,,false
11309,,,false
11310,,,false
11311,,,false
11312,,,false
11313,,,false
11314,,,false
11315,,,false
11316,,,false
11317,,,false
11318,,,false
11319,,,false
11320,,,false
11321,,,false
11322,,,false
11323,,,false
11324,,,false
11325,,,false
11326,,,false
11327,,,false
11328,,,false
11329,,,false
11330,,,false
11331,,,false
11332,,,false
11333,,,false
11334,,,false
11335,,,false
11336,,,false
11337,,,false
11338,,,false
11339,,,false
11340,,,false
11341,,,false
11342,,,false
11343,,,false
11344,,,false
11345,,,false
11346,,,false
11347,,,false
11348,,,false
11349,,,false
11350,,,false
11351,,,false
11352,,,false
11353,,,false
11354,,,false
11355,,,false
11356,,,false
11357,,,false
11358,,,false
11359,,,false
11360,,,false
11361,,,false
11362,,,false
11363,,,false
11364,,,false
11365,,,false
11366,,,false
11367,,,false
11368,,,false
11369,,,false
11370,,,false
11371,,,false
11372,,,false
11373,,,false
11374,,,false
11375,,,false
11376,,,false
11377,,,false
11378,,,false
11379,,,false
11380,,,false
11381,,,false
11382,,,false
11383,,,false
11384,,,false
11385,,,false
11386,,,false
11387,,,false
11388,,,false
11389,,,false
11390,,,false
11391,,,false
11392,,,false
11393,,,false
11394,,,false
11395,,,false
11396,,,false
11397,,,false
11398,,,false
11399,,,false
11400,,,false
11401,,,false
11402,,,false
11403,,,false
11404,,,false
11405,,,false
11406,,,false
11407,,,false
11408,,,false
11409,,,false
11410,,,false
11411,,,false
11412,,,false
11413,,,false
11414,,,false
11415,,,false
11416,,,false
11417,,,false
11418,,,false
11419,,,false
11420,,,false
11421,,,false
11422,,,false
11423,,,false
11424,,,false
11425,,,false
11426,,,false
11427,,,false
11428,,,false
11429,,,false
11430,,,false
11431,,,false
11432,,,false
11433,,,false
11434,,,false
11435,,,false
11436,,,false
11437,,,false
11438,,,false
11439,,,false
11440,,,false
11441,,,false
11442,,,false
11443,,,false
11444,,,false
11445,,,false
11446,,,false
11447,,,false
11448,,,false
11449,,,false
11450,,,false
11451,,,false
11452,,,false
11453,,,false
11454,,,false
11455,,,false
11456,,,false
11457,,,false
11458,,,false
11459,,,false
11460,,,false
11461,,,false
11462,,,false
11463,,,false
11464,,,false
11465,,,false
11466,,,false
11467,,,false
11468,,,false
11469,,,false
11470,,,false
11471,,,false
11472,,,false
11473,,,false
11474,,,false
11475,,,false
11476,,,false
11477,,,false
11478,,,false
11479,,,false
11480,,,false
11481,,,false
11482,,,false
11483,,,false
11484,,,false
11485,,,false
11486,,,false
11487,,,false
11488,,,false
11489,,,false
11490,,,false
11491,,,false
11492,,,false
11493,,,false
11494,,,false
11495,,,false
11496,,,false
11497,,,false
11498,,,false
11499,,,false
11500,,,false
11501,,,false
11502,,,false
11503,,,false
11504,,,false
11505,,,false
11506,,,false
11507,,,false
11508,,,false
11509,,,false
11510,,,false
11511,,,false
11512,,,false
11513,,,false
11514,,,false
11515,,,false
11516,,,false
11517,,,false
11518,,,false
11519,,,false
11520,,,false
11521,,,false
11522,,,false
11523,,,false
11524,,,false
11525,,,false
11526,,,false
11527,,,false
11528,,,false
11529,,,false
11530,,,false
11531,,,false
11532,,,false
11533,,,false
11534,,,false
11535,,,false
11536,,,false
11537,,,false
11538,,,false
11539,,,false
11540,,,false
11541,,,false
11542,,,false
11543,,,false
11544,,,false
11545,,,false
11546,,,false
11547,,,false
11548,,,false
11549,,,false
11550,,,false
11551,,,false
11552,,,false
11553,,,false
11554,,,false
11555,,,false
11556,,,false
11557,,,false
11558,,,false
11559,,,false
11560,,,false
11561,,,false
11562,,,false
11563,,,false
11564,,,false
11565,,,false
11566,,,false
11567,,,false
11568,,,false
11569,,,false
11570,,,false
11571,,,false
11572,,,false
11573,,,false
11574,,,false
11575,,,false
11576,,,false
11577,,,false
11578,,,false
11579,,,false
11580,,,false
11581,,,false
11582,,,false
11583,,,false
11584,,,false
11585,,,false
11586,,,false
11587,,,false
11588,,,false
11589,,,false
11590,,,false
11591,,,false
11592,,,false
11593,,,false
11594,,,false
11595,,,false
11596,,,false
11597,,,false
11598,,,false
11599,,,false
11600,,,false
11601,,,false
11602,,,false
11603,,,false
11604,,,false
11605,,,false
11606,,,false
11607,,,false
11608,,,false
11609,,,false
11610,,,false
11611,,,false
11612,,,false
11613,,,false
11614,,,false
11615,,,false
11616,,,false
11617,,,false
11618,,,false
11619,,,false
11620,,,false
11621,,,false
11622,,,false
11623,,,false
11624,,,false
11625,,,false
11626,,,false
11627,,,false
11628,,,false
11629,,,false
11630,,,false
11631,,,false
11632,,,false
11633,,,false
11634,,,false
11635,,,false
11636,,,false
11637,,,false
11638,,,false
11639,,,false
11640,,,false
11641,,,false
11642,,,false
11643,,,false
11644,,,false
11645,,,false
11646,,,false
11647,,,false
11648,,,false
11649,,,false
11650,,,false
11651,,,false
11652,,,false
11653,,,false
11654,,,false
11655,,,false
11656,,,false
11657,,,false
11658,,,false
11659,,,false
11660,,,false
11661,,,false
11662,,,false
11663,,,false
11664,,,false
11665,,,false
11666,,,false
11667,,,false
11668,,,false
11669,,,false
11670,,,false
11671,,,false
11672,,,false
11673,,,false
11674,,,false
11675,,,false
11676,,,false
11677,,,false
11678,,,false
11679,,,false
11680,,,false
11681,,,false
11682,,,false
11683,,,false
11684,,,false
11685,,,false
11686,,,false
11687,,,false
11688,,,false
11689,,,false
11690,,,false
11691,,,false
11692,,,false
11693,,,false
11694,,,false
11695,,,false
11696,,,false
11697,,,false
11698,,,false
11699,,,false
11700,,,false
11701,,,false
11702,,,false
11703,,,false
11704,,,false
11705,,,false
11706,,,false
11707,,,false
11708,,,false
11709,,,false
11710,,,false
11711,,,false
11712,,,false
11713,,,false
11714,,,false
11715,,,false
11716,,,false
11717,,,false
11718,,,false
11719,,,false
11720,,,false
11721,,,false
11722,,,false
11723,,,false
11724,,,false
11725,,,false
11726,,,false
11727,,,false
11728,,,false
11729,,,false
11730,,,false
11731,,,false
11732,,,false
11733,,,false
11734,,,false
11735,,,false
11736,,,false
11737,,,false
11738,,,false
11739,,,false
11740,,,false
11741,,,false
11742,,,false
11743,,,false
11744,,,false
11745,,,false
11746,,,false
11747,,,false
11748,,,false
11749,,,false
11750,,,false
11751,,,false
11752,,,false
11753,,,false
11754,,,false
11755,,,false
11756,,,false
11757,,,false
11758,,,false
11759,,,false
11760,,,false
11761,,,false
11762,,,false
11763,,,false
11764,,,false
11765,,,false
11766,,,false
11767,,,false
11768,,,false
11769,,,false
11770,,,false
11771,,,false
11772,,,false
11773,,,false
11774,,,false
11775,,,false
11776,,,false
11777,,,false
11778,,,false
11779,,,false
11780,,,false
11781,,,false
11782,,,false
11783,,,false
11784,,,false
11785,,,false
11786,,,false
11787,,,false
11788,,,false
11789,,,false
11790,,,false
11791,,,false
11792,,,false
11793,,,false
11794,,,false
11795,,,false
11796,,,false
11797,,,false
11798,,,false
11799,,,false
11800,,,false
11801,,,false
11802,,,false
11803,,,false
11804,,,false
11805,,,false
11806,,,false
11807,,,false
11808,,,false
11809,,,false
11810,,,false
11811,,,false
11812,,,false
11813,,,false
11814,,,false
11815,,,false
11816,,,false
11817,,,false
11818,,,false
11819,,,false
11820,,,false
11821,,,false
11822,,,false
11823,,,false
11824,,,false
11825,,,false
11826,,,false
11827,,,false
11828,,,false
11829,,,false
11830,,,false
11831,,,false
11832,,,false
11833,,,false
11834,,,false
11835,,,false
11836,,,false
11837,,,false
11838,,,false
11839,,,false
11840,,,false
11841,,,false
11842,,,false
11843,,,false
11844,,,false
11845,,,false
11846,,,false
11847,,,false
11848,,,false
11849,,,false
11850,,,false
11851,,,false
11852,,,false
11853,,,false
11854,,,false
11855,,,false
11856,,,false
11857,,,false
11858,,,false
11859,,,false
11860,,,false
11861,,,false
11862,,,false
11863,,,false
11864,,,false
11865,,,false
11866,,,false
11867,,,false
11868,,,false
11869,,,false
11870,,,false
11871,,,false
11872,,,false
11873,,,false
11874,,,false
11875,,,false
11876,,,false
11877,,,false
11878,,,false
11879,,,false
11880,,,false
11881,,,false
11882,,,false
11883,,,false
11884,,,false
11885,,,false
11886,,,false
11887,,,false
11888,,,false
11889,,,false
11890,,,false
11891,,,false
11892,,,false
11893,,,false
11894,,,false
11895,,,false
11896,,,false
11897,,,false
11898,,,false
11899,,,false
11900,,,false
11901,,,false
11902,,,false
11903,,,false
11904,,,false
11905,,,false
11906,,,false
11907,,,false
11908,,,false
11909,,,false
11910,,,false
11911,,,false
11912,,,false
11913,,,false
11914,,,false
11915,,,false
11916,,,false
11917,,,false
11918,,,false
11919,,,false
11920,,,false
11921,,,false
11922,,,false
11923,,,false
11924,,,false
11925,,,false
11926,,,false
11927,,,false
11928,,,false
11929,,,false
11930,,,false
11931,,,false
11932,,,false
11933,,,false
11934,,,false
11935,,,false
11936,,,false
11937,,,false
11938,,,false
11939,,,false
11940,,,false
11941,,,false
11942,,,false
11943,,,false
11944,,,false
11945,,,false
11946,,,false
11947,,,false
11948,,,false
11949,,,false
11950,,,false
11951,,,false
11952,,,false
11953,,,false
11954,,,false
11955,,,false
11956,,,false
11957,,,false
11958,,,false
11959,,,false
11960,,,false
11961,,,false
11962,,,false
11963,,,false
11964,,,false
11965,,,false
11966,,,false
11967,,,false
11968,,,false
11969,,,false
11970,,,false
11971,,,false
11972,,,false
11973,,,false
11974,,,false
11975,,,false
11976,,,false
11977,,,false
11978,,,false
11979,,,false
11980,,,false
11981,,,false
11982,,,false
11983,,,false
11984,,,false
11985,,,false
11986,,,false
11987,,,false
11988,,,false
11989,,,false
11990,,,false
11991,,,false
11992,,,false
11993,,,false
11994,,,false
11995,,,false
11996,,,false
11997,,,false
11998,,,false
11999,,,false
12000,,,false
12001,,,false
12002,,,false
12003,,,false
12004,,,false
12005,,,false
12006,,,false
12007,,,false
12008,,,false
12009,,,false
12010,,,false
12011,,,false
12012,,,false
12013,,,false
12014,,,false
12015,,,false
12016,,,false
12017,,,false
12018,,,false
12019,,,false
12020,,,false
12021,,,false
12022,,,false
12023,,,false
12024,,,false
12025,,,false
12026,,,false
12027,,,false
12028,,,false
12029,,,false
12030,,,false
12031,,,false
12032,,,false
12033,,,false
12034,,,false
12035,,,false
12036,,,false
12037,,,false
12038,,,false
12039,,,false
12040,,,false
12041,,,false
12042,,,false
12043,,,false
12044,,,false
12045,,,false
12046,,,false
12047,,,false
12048,,,false
12049,,,false
12050,,,false
12051,,,false
12052,,,false
12053,,,false
12054,,,false
12055,,,false
12056,,,false
12057,,,false
12058,,,false
12059,,,false
12060,,,false
12061,,,false
12062,,,false
12063,,,false
12064,,,false
12065,,,false
12066,,,false
12067,,,false
12068,,,false
12069,,,false
12070,,,false
12071,,,false
12072,,,false
12073,,,false
12074,,,false
12075,,,false
12076,,,false
12077,,,false
12078,,,false
12079,,,false
12080,,,false
12081,,,false
12082,,,false
12083,,,false
12084,,,false
12085,,,false
12086,,,false
12087,,,false
12088,,,false
12089,,,false
12090,,,false
12091,,,false
12092,,,false
12093,,,false
12094,,,false
12095,,,false
12096,,,false
12097,,,false
12098,,,false
12099,,,false
12100,,,false
12101,,,false
12102,,,false
12103,,,false
12104,,,false
12105,,,false
12106,,,false
12107,,,false
12108,,,false
12109,,,false
12110,,,false
12111,,,false
12112,,,false
12113,,,false
12114,,,false
12115,,,false
12116,,,false
12117,,,false
12118,,,false
12119,,,false
12120,,,false
12121,,,false
12122,,,false
12123,,,false
12124,,,false
12125,,,false
12126,,,false
12127,,,false
12128,,,false
12129,,,false
12130,,,false
12131,,,false
12132,,,false
12133,,,false
12134,,,false
12135,,,false
12136,,,false
12137,,,false
12138,,,false
12139,,,false
12140,,,false
12141,,,false
12142,,,false
12143,,,false
12144,,,false
12145,,,false
12146,,,false
12147,,,false
12148,,,false
12149,,,false
12150,,,false
12151,,,false
12152,,,false
12153,,,false
12154,,,false
12155,,,false
12156,,,false
12157,,,false
12158,,,false
12159,,,false
12160,,,false
12161,,,false
12162,,,false
12163,,,false
12164,,,false
12165,,,false
12166,,,false
12167,,,false
12168,,,false
12169,,,false
12170,,,false
12171,,,false
12172,,,false
12173,,,false
12174,,,false
12175,,,false
12176,,,false
12177,,,false
12178,,,false
12179,,,false
12180,,,false
12181,,,false
12182,,,false
12183,,,false
12184,,,false
12185,,,false
12186,,,false
12187,,,false
12188,,,false
12189,,,false
12190,,,false
12191,,,false
12192,,,false
12193,,,false
12194,,,false
12195,,,false
12196,,,false
12197,,,false
12198,,,false
12199,,,false
12200,,,false
12201,,,false
12202,,,false
12203,,,false
12204,,,false
12205,,,false
12206,,,false
12207,,,false
12208,,,false
12209,,,false
12210,,,false
12211,,,false
12212,,,false
12213,,,false
12214,,,false
12215,,,false
12216,,,false
12217,,,false
12218,,,false
12219,,,false
12220,,,false
12221,,,false
12222,,,false
12223,,,false
12224,,,false
12225,,,false
12226,,,false
12227,,,false
12228,,,false
12229,,,false
12230,,,false
12231,,,false
12232,,,false
12233,,,false
12234,,,false
12235,,,false
12236,,,false
12237,,,false
12238,,,false
12239,,,false
12240,,,false
12241,,,false
12242,,,false
12243,,,false
12244,,,false
12245,,,false
12246,,,false
12247,,,false
12248,,,false
12249,,,false
12250,,,false
12251,,,false
12252,,,false
12253,,,false
12254,,,false
12255,,,false
12256,,,false
12257,,,false
12258,,,false
12259,,,false
12260,,,false
12261,,,false
12262,,,false
12263,,,false
12264,,,false
12265,,,false
12266,,,false
12267,,,false
12268,,,false
12269,,,false
12270,,,false
12271,,,false
12272,,,false
12273,,,false
12274,,,false
12275,,,false
12276,,,false
12277,,,false
12278,,,false
12279,,,false
12280,,,false
12281,,,false
12282,,,false
12283,,,false
12284,,,false
12285,,,false
12286,,,false
12287,,,false
12288,,,false
12289,,,false
12290,,,false
12291,,,false
12292,,,false
12293,,,false
12294,,,false
12295,,,false
12296,,,false
12297,,,false
12298,,,false
12299,,,false
12300,,,false
12301,,,false
12302,,,false
12303,,,false
12304,,,false
12305,,,false
12306,,,false
12307,,,false
12308,,,false
12309,,,false
12310,,,false
12311,,,false
12312,,,false
12313,,,false
12314,,,false
12315,,,false
12316,,,false
12317,,,false
12318,,,false
12319,,,false
12320,,,false
12321,,,false
12322,,,false
12323,,,false
12324,,,false
12325,,,false
12326,,,false
12327,,,false
12328,,,false
12329,,,false
12330,,,false
12331,,,false
12332,,,false
12333,,,false
12334,,,false
12335,,,false
12336,,,false
12337,,,false
12338,,,false
12339,,,false
12340,,,false
12341,,,false
12342,,,false
12343,,,false
12344,,,false
12345,,,false
12346,,,false
12347,,,false
12348,,,false
12349,,,false
12350,,,false
12351,,,false
12352,,,false
12353,,,false
12354,,,false
12355,,,false
12356,,,false
12357,,,false
12358,,,false
12359,,,false
12360,,,false
12361,,,false
12362,,,false
12363,,,false
12364,,,false
12365,,,false
12366,,,false
12367,,,false
12368,,,false
12369,,,false
12370,,,false
12371,,,false
12372,,,false
12373,,,false
12374,,,false
12375,,,false
12376,,,false
12377,,,false
12378,,,false
12379,,,false
12380,,,false
12381,,,false
12382,,,false
12383,,,false
12384,,,false
12385,,,false
12386,,,false
12387,,,false
12388,,,false
12389,,,false
12390,,,false
12391,,,false
12392,,,false
12393,,,false
12394,,,false
12395,,,false
12396,,,false
12397,,,false
12398,,,false
12399,,,false
12400,,,false
12401,,,false
12402,,,false
12403,,,false
12404,,,false
12405,,,false
12406,,,false
12407,,,false
12408,,,false
12409,,,false
12410,,,false
12411,,,false
12412,,,false
12413,,,false
12414,,,false
12415,,,false
12416,,,false
12417,,,false
12418,,,false
12419,,,false
12420,,,false
12421,,,false
12422,,,false
12423,,,false
12424,,,false
12425,,,false
12426,,,false
12427,,,false
12428,,,false
12429,,,false
12430,,,false
12431,,,false
12432,,,false
12433,,,false
12434,,,false
12435,,,false
12436,,,false
12437,,,false
12438,,,false
12439,,,false
12440,,,false
12441,,,false
12442,,,false
12443,,,false
12444,,,false
12445,,,false
12446,,,false
12447,,,false
12448,,,false
12449,,,false
12450,,,false
12451,,,false
12452,,,false
12453,,,false
12454,,,false
12455,,,false
12456,,,false
12457,,,false
12458,,,false
12459,,,false
12460,,,false
12461,,,false
12462,,,false
12463,,,false
12464,,,false
12465,,,false
12466,,,false
12467,,,false
12468,,,false
12469,,,false
12470,,,false
12471,,,false
12472,,,false
12473,,,false
12474,,,false
12475,,,false
12476,,,false
12477,,,false
12478,,,false
12479,,,false
12480,,,false
12481,,,false
12482,,,false
12483,,,false
12484,,,false
12485,,,false
12486,,,false
12487,,,false
12488,,,false
12489,,,false
12490,,,false
12491,,,false
12492,,,false
12493,,,false
12494,,,false
12495,,,false
12496,,,false
12497,,,false
12498,,,false
12499,,,false
12500,,,false
12501,,,false
12502,,,false
12503,,,false
12504,,,false
12505,,,false
12506,,,false
12507,,,false
12508,,,false
12509,,,false
12510,,,false
12511,,,false
12512,,,false
12513,,,false
12514,,,false
12515,,,false
12516,,,false
12517,,,false
12518,,,false
12519,,,false
12520,,,false
12521,,,false
12522,,,false
12523,,,false
12524,,,false
12525,,,false
12526,,,false
12527,,,false
12528,,,false
12529,,,false
12530,,,false
12531,,,false
12532,,,false
12533,,,false
12534,,,false
12535,,,false
12536,,,false
12537,,,false
12538,,,false
12539,,,false
12540,,,false
12541,,,false
12542,,,false
12543,,,false
12544,,,false
12545,,,false
12546,,,false
12547,,,false
12548,,,false
12549,,,false
12550,,,false
12551,,,false
12552,,,false
12553,,,false
12554,,,false
12555,,,false
12556,,,false
12557,,,false
12558,,,false
12559,,,false
12560,,,false
12561,,,false
12562,,,false
12563,,,false
12564,,,false
12565,,,false
12566,,,false
12567,,,false
12568,,,false
12569,,,false
12570,,,false
12571,,,false
12572,,,false
12573,,,false
12574,,,false
12575,,,false
12576,,,false
12577,,,false
12578,,,false
12579,,,false
12580,,,false
12581,,,false
12582,,,false
12583,,,false
12584,,,false
12585,,,false
12586,,,false
12587,,,false
12588,,,false
12589,,,false
12590,,,false
12591,,,false
12592,,,false
12593,,,false
12594,,,false
12595,,,false
12596,,,false
12597,,,false
12598,,,false
12599,,,false
12600,,,false
12601,,,false
12602,,,false
12603,,,false
12604,,,false
12605,,,false
12606,,,false
12607,,,false
12608,,,false
12609,,,false
12610,,,false
12611,,,false
12612,,,false
12613,,,false
12614,,,false
12615,,,false
12616,,,false
12617,,,false
12618,,,false
12619,,,false
12620,,,false
12621,,,false
12622,,,false
12623,,,false
12624,,,false
12625,,,false
12626,,,false
12627,,,false
12628,,,false
12629,,,false
12630,,,false
12631,,,false
12632,,,false
12633,,,false
12634,,,false
12635,,,false
12636,,,false
12637,,,false
12638,,,false
12639,,,false
12640,,,false
12641,,,false
12642,,,false
12643,,,false
12644,,,false
12645,,,false
12646,,,false
12647,,,false
12648,,,false
12649,,,false
12650,,,false
12651,,,false
12652,,,false
12653,,,false
12654,,,false
12655,,,false
12656,,,false
12657,,,false
12658,,,false
12659,,,false
12660,,,false
12661,,,false
12662,,,false
12663,,,false
12664,,,false
12665,,,false
12666,,,false
12667,,,false
12668,,,false
12669,,,false
12670,,,false
12671,,,false
12672,,,false
12673,,,false
12674,,,false
12675,,,false
12676,,,false
12677,,,false
12678,,,false
12679,,,false
12680,,,false
12681,,,false
12682,,,false
12683,,,false
12684,,,false
12685,,,false
12686,,,false
12687,,,false
12688,,,false
12689,,,false
12690,,,false
12691,,,false
12692,,,false
12693,,,false
12694,,,false
12695,,,false
12696,,,false
12697,,,false
12698,,,false
12699,,,false
12700,,,false
12701,,,false
12702,,,false
12703,,,false
12704,,,false
12705,,,false
12706,,,false
12707,,,false
12708,,,false
12709,,,false
12710,,,false
12711,,,false
12712,,,false
12713,,,false
12714,,,false
12715,,,false
12716,,,false
12717,,,false
12718,,,false
12719,,,false
12720,,,false
12721,,,false
12722,,,false
12723,,,false
12724,,,false
12725,,,false
12726,,,false
12727,,,false
12728,,,false
12729,,,false
12730,,,false
12731,,,false
12732,,,false
12733,,,false
12734,,,false
12735,,,false
12736,,,false
12737,,,false
12738,,,false
12739,,,false
12740,,,false
12741,,,false
12742,,,false
12743,,,false
12744,,,false
12745,,,false
12746,,,false
12747,,,false
12748,,,false
12749,,,false
12750,,,false
12751,,,false
12752,,,false
12753,,,false
12754,,,false
12755,,,false
12756,,,false
12757,,,false
12758,,,false
12759,,,false
12760,,,false
12761,,,false
12762,,,false
12763,,,false
12764,,,false
12765,,,false
12766,,,false
12767,,,false
12768,,,false
12769,,,false
12770,,,false
12771,,,false
12772,,,false
12773,,,false
12774,,,false
12775,,,false
12776,,,false
12777,,,false
12778,,,false
12779,,,false
12780,,,false
12781,,,false
12782,,,false
12783,,,false
12784,,,false
12785,,,false
12786,,,false
12787,,,false
12788,,,false
12789,,,false
12790,,,false
12791,,,false
12792,,,false
12793,,,false
12794,,,false
12795,,,false
12796,,,false
12797,,,false
12798,,,false
12799,,,false
12800,,,false
12801,,,false
12802,,,false
12803,,,false
12804,,,false
12805,,,false
12806,,,false
12807,,,false
12808,,,false
12809,,,false
12810,,,false
12811,,,false
12812,,,false
12813,,,false
12814,,,false
12815,,,false
12816,,,false
12817,,,false
12818,,,false
12819,,,false
12820,,,false
12821,,,false
12822,,,false
12823,,,false
12824,,,false
12825,,,false
12826,,,false
12827,,,false
12828,,,false
12829,,,false
12830,,,false
12831,,,false
12832,,,false
12833,,,false
12834,,,false
12835,,,false
12836,,,false
12837,,,false
12838,,,false
12839,,,false
12840,,,false
12841,,,false
12842,,,false
12843,,,false
12844,,,false
12845,,,false
12846,,,false
12847,,,false
12848,,,false
12849,,,false
12850,,,false
